pubchem_id,fema_flavor_profile
61945,Savory
61951,Savory
61953,Honey
61954,Not Available
61955,Fruit
61976,Green
61979,Savory
61980,Fruit
61982,Savory
61984,Floral
61985,Fruit
61988,Nuts
61989,Savory
61990,Fruit
61997,Floral
62000,Savory
62003,Savory
62007,Fruit
62013,"Durian, Fat, Fruit, Mango"
62017,Fruit
62024,Fruit
62069,Green
62074,Not Available
62087,Savory
62089,Savory
62090,Savory
62092,Floral
62095,"Mint, Cool"
62098,Fruit
62105,Savory
62106,Not Available
62117,Not Available
62126,Fruit
62128,Savory
62131,Not Available
62144,Savory
62145,Savory
62148,Savory
62151,"Mint, Cool"
62166,Fruit
62182,Savory
62183,Savory
62217,Fruit
62218,Green
62237,"Black Currant, Cat, Meat, Onion, Sulfur"
62321,Pear
62326,Savory
62328,Fruit
62332,Honey
62336,Fruit
62341,Fruit
62348,Dairy
62349,Not Available
62350,Not Available
62351,Savory
62362,Not Available
62367,"Mint, Cool"
62374,Floral
62375,Green
62378,Floral
62384,Savory
62385,"Citrus, Pine"
62424,Savory
62434,Green
62444,"Cabbage, Cheese, Garlic, Sulfur"
62445,Fruit
62453,Not Available
62465,"Clove, Phenol, Spice"
62469,Floral
62484,"Herb, Truffle"
62490,Fruit
62510,"Green, Nut, Roast, Roasted"
62539,Fat
62553,Floral
62572,"Marshmallow, Roasted Nut"
62578,Fruit
62580,Fruit
62583,Not Available
62592,Fruit
62653,Fruit
62654,Floral
62661,Green
62725,"Green, Tomato, Tomato Leaf, Wine"
62752,Savory
62835,"Cotton Candy, Curry, Maple, Savory, Spice"
62876,Green
62897,Savory
62900,"Butter, Cocoa, Coconut"
62901,Savory
62902,Fruit
62907,"Mint, Cool"
62908,Fruit
62911,Floral
62913,Savory
64685,"Camphor, Fragrant, Green, Polish@Camphor, Must"
65285,Savory
65288,Not Available
65289,Fruit
65290,Savory
65300,"Mint, Cool"
65413,"Black Currant, Fruit, Melon"
65425,Savory
65427,Not Available
65428,"Mint, Cool"
65575,Not Available
66828,Not Available
68057,Not Available
68148,Not Available
68481,Not Available
68482,Fruit
68490,Not Available
68960,Green
68972,Not Available
69320,Savory
69350,Green
69415,Green
69816,Not Available
69963,Green
71544,Floral
72281,Not Available
73111,Not Available
73750,"Cabbage, Cheese, Garlic, Sulfur"
73885,Not Available
74008,Green
74096,Green
74786,Heat
75263,Savory
75515,"Cabbage, Fruit, Green, Onion, Sulfur"
75552,Not Available
76152,Not Available
76326,Not Available
76654,Green
76922,Floral
77151,"Green, Onion, Roasted"
77837,Nuts
77932,"Durian, Onion, Roasted Onion, Sulfur, Tropical Fruit"
78120,Green
78126,Rubber
78151,Green
78152,Not Available
78160,Cabbage
78199,"Fruit, Green, Onion, Radish, Sulfur"
78484,Floral
78879,Not Available
78925,Savory
78941,"Mint, Cool"
79023,Not Available
79045,Not Available
79086,Green
79105,Not Available
79803,Not Available
80024,Savory
80046,"Durian, Leek, Onion, Roasted Onion, Sulfur"
80354,Fruit
80455,Nuts
80606,Not Available
80796,Not Available
81045,Fruit
81221,Spice
81263,Floral
82227,Not Available
82229,Floral
82336,Fruit
82635,Green
83036,Fruit
84216,Fruit
84234,Floral
84532,Not Available
84559,Green
84825,Mint
85519,"Asparagus, Cabbage, Herb, Mushroom, Potato"
85520,"Cheese, Mushroom, Sulfur"
85522,"Cooked potato, Garlic, Roasted Nut"
85730,Not Available
86015,Fruit
86016,Fruit
86094,Fruit
86559,Not Available
86608,Not Available
86733,Floral
87436,"Horseradish, Mustard"
87466,Green
87793,Savory
87813,Floral
87947,Fruit
88290,"Black Currant, Box Tree, Cat, Citrus, Meat"
88454,Fruit
89306,Fruit
89307,Fruit
89755,Not Available
90246,Dairy
90716,Not Available
90972,Savory
90984,Savory
91354,Not Available
91457,Not Available
91558,Not Available
92138,Not Available
92231,Not Available
92313,Not Available
92649,Fruit
92762,Not Available
92780,Spice
92972,Not Available
93046,Not Available
93081,Not Available
93236,Savory
93366,Green
93838,Fruit
94217,Not Available
94254,Not Available
94314,Savory
94579,Not Available
94886,Fruit
95086,Fruit
95337,Not Available
95392,Fruit
95397,Floral
95457,Savory
95495,Not Available
95572,Fruit
96923,Not Available
97895,Fruit
98043,Not Available
98251,Not Available
98330,Savory
98461,Fruit
98497,Green
100031,Not Available
101003,Savory
101010,Green
101365,Fruit
101536,Nuts
101549,Floral
101716,Not Available
102024,Not Available
102550,Fruit
102604,Floral
102611,Not Available
102648,"Mint, Cool"
102667,Green
102861,Fruit
102916,Not Available
102993,Green
103034,Not Available
103788,Savory
104421,Not Available
104620,Not Available
104722,Not Available
105652,Fruit
105755,Not Available
106217,Not Available
106441,Not Available
106530,Floral
106756,Fruit
106997,Savory
107153,Not Available
107166,Green
107217,Floral
107561,"Mint, Cool"
108335,Not Available
108518,Floral
108764,Fruit
109257,Green
109332,Savory
109457,Dairy
109467,Floral
110373,Fruit
110543,Savory
110664,Not Available
110747,Fruit
110968,Savory
111037,"Herb, Wax"
112733,Not Available
113425,Floral
116625,Savory
117477,Not Available
117754,Not Available
118530,Green
118658,Green
118823,Not Available
118928,Fruit
121677,Not Available
121694,Not Available
122370,Savory
123136,Not Available
123388,Savory
125207,Fruit
125468,Savory
126537,"Dill, Floral"
134601,Not Available
137065,Not Available
137640,Not Available
138818,Savory
138824,Not Available
140511,Green
141850,Savory
142266,Floral
145386,Flower
145742,Mouthfeel
146586,"Almond, Coffee, Foxy, Spice"
151199,Mouthfeel
155007,Floral
155626,"Mint, Cool"
156273,Nuts
159055,"Camphor, Earth, Pine, Spice"
161528,Fruit
162184,"Mint, Cool"
162392,Floral
162458,Fruit
162464,Not Available
165224,Green
169110,"Caramel, Popcorn, Roast"
169818,Fruit
170833,"Mint, Cool"
170977,Savory
173312,Savory
173534,Fruit
173535,Fruit
175553,Fruit
176439,Spice
181747,Green
184852,Not Available
185226,Not Available
193527,Dairy
206037,Cabbage
219357,Fruit
219672,Savory
219794,Dairy
221417,Fruit
221641,Floral
221691,Fruit
222284,Not Available
222656,Not Available
226311,Savory
226486,Savory
228548,Floral
228583,Savory
228588,Spice
228604,Green
228769,Floral
229153,Floral
229377,Fruit
229385,Floral
229387,Fruit
229888,Fruit
230525,Floral
231325,Fruit
234237,Floral
235414,Floral
238498,Fruit
240119,"Apple, Citrus"
240925,Not Available
243675,Fruit
243691,Savory
243783,Fruit
245572,Savory
246728,"Butter, Herb, Mold"
246929,Spice
247573,Green
248488,Savory
249494,Floral
250096,Spice
251529,Floral
251530,Fruit
251531,Floral
256071,Savory
263034,Savory
263620,Fruit
281254,Floral
285097,Savory
287439,Fruit
289151,Not Available
316771,Not Available
329983,Savory
346286,Floral
381152,"Mint, Sharp"
399848,Savory
429065,Tropical Fruit
439250,Not Available
439263,"Mint, Cool"
439570,"Basil, Bitter, Caraway, Fennel, Mint"
440917,"Citrus, Mint"
441005,Not Available
442353,Not Available
442393,Not Available
442495,"Mint, Cool"
443162,Not Available
443314,Not Available
444041,Not Available
444539,"Floral, Honey, Wood"
444972,Not Available
445070,Oil
445638,Not Available
445639,Fat
446925,"Fatty, Waxy@can also help to stabilize the flavor formulation"
447466,Not Available
448996,Fruit
459494,Green
517044,Not Available
517045,Not Available
517055,Not Available
517637,Not Available
517827,Floral
517970,Green
518472,"Camphor, Earth, Green@Green"
518810,"Black Currant, Box Tree, Grapefruit, Mango, Passion Fruit"
518937,Savory
519158,Floral
519323,Not Available
519382,Floral
519539,Green
519709,Sulfur
519732,Not Available
519786,Not Available
519823,Savory
519845,Fruit
519890,Fruit
519907,Nuts
520098,Not Available
520108,"Nut, Popcorn, Roast, Sulfur"
520119,Savory
520144,Not Available
520148,Floral
520191,Not Available
520296,Dairy
520326,Fruit
520440,Spice
520455,Mouthfeel
520484,Fruit
520682,"Leek, Meat Broth, Onion, Soup"
520888,Savory
520895,Savory
521185,Not Available
521238,Not Available
521246,Fruit
521300,Savory
521326,Fruit
521348,"Black Currant, Grapefruit, Mango, Rhubarb, Sulfur"
521869,"Cheese, Meat"
521902,Not Available
522071,Savory
522111,Savory
522214,Fruit
522459,Savory
522514,Floral
522673,Fruit
522674,Coffee
522676,Fruit
522677,Fruit
524200,Not Available
524461,Fruit
524975,Not Available
525358,Green
526152,Fruit
526195,"Black Currant, Cat"
526487,"Black Currant, Cat, Roast"
526616,Savory
526624,Roasted Meat
526708,Fruit
526853,Savory
526993,Green
527108,Spice
527144,"Fruit, Herb"
527268,Spice
527393,"Black Currant, Greenery, Potato"
527435,"Meat Broth, Onion"
527498,Not Available
528698,Not Available
528763,Not Available
529052,Not Available
529056,Not Available
529251,"Popcorn, Roast"
529253,Mouthfeel
529388,Savory
529481,"Fruit, Green, Hay, Straw"
529496,Green
534377,Not Available
534429,Not Available
534969,Savory
536987,"Black Currant, Grapefruit, Tropical Fruit"
537615,Floral
537682,Not Available
537754,"Black Currant, Grapefruit, Mango, Tropical Fruit"
538506,Green
539829,Floral
543579,Not Available
543664,Green
543912,Not Available
544628,Not Available
545106,Savory
547907,Savory
548353,Savory
549519,Dairy
549546,Fruit
549586,Fruit
551084,Not Available
551316,Fruit
556940,Nuts
556998,"Mint, Cool"
557934,Not Available
560109,Green
560255,Fruit
562563,Floral
564550,Green
565690,Fruit
569214,Fruit
570574,Fruit
574068,Not Available
576240,Fruit
576263,Spice
577126,"Floral, Grape"
578423,Fruit
578817,Nuts
579336,Floral
579338,Savory
579675,Spice
585911,Fruit
589365,Floral
595928,Floral
605629,Floral
636687,Green
636822,Not Available
637090,Dairy
637195,Fruit
637511,Spice
637517,Not Available
637520,"Balsamic, Strawberry"
637563,Anise
637564,Green
637566,"Geranium, Lemon Peel, Passion Fruit, Peach, Rose"
637758,"Balsamic, Cinnamon, Floral, Fruit, Honey"
637759,"Creamy, Floral, Pungent"
637776,Not Available
637796,Not Available
637920,Not Available
638011,Lemon
638014,"Floral, Violet"
638024,Spice
638034,Not Available
638122,Savory
638127,Not Available
638500,"Floral, Green"
641248,Green
641256,Fruit
641294,Fruit
641298,Spice
641423,Fruit
642039,Fruit
642117,Savory
642376,Green
642793,Peach
642875,Not Available
643139,"Grass, Green, Green Leaf"
643460,Not Available
643731,"Cucumber, Green, Wax"
643757,Nuts
643820,"Floral, Fruit"
643941,Not Available
656467,Green
656582,Not Available
673160,Dairy
735940,Heat
764139,Spice
778574,"Balsamic, Fruit"
853433,"Flower, Fragrant"
876160,Floral
929262,Floral
1042025,Savory
1201521,"Mint, Cool"
1268142,Grapefruit
1548943,Not Available
1549018,Floral
1549025,"Floral, Fruit"
1549026,"Lavender, Rose"
1549521,Green
1549778,Fruit
1550470,Fruit
1550884,Floral
1550890,Spice
1616260,Boiled Apple
1711945,Fruit
1742210,"Herb, Must, Spice, Wood"
1757003,Floral
2733294,Green
2733977,Savory
2734646,Not Available
2762759,Not Available
3015979,Not Available
3017596,Not Available
3018221,Fruit
3018500,Fruit
3018539,Savory
3018619,"Cooked Meat, Fat, Meat Broth, Tallow"
3018771,Dairy
3018936,Not Available
3023838,Nuts
3023839,Nuts
3025939,Savory
3033866,Floral
3034034,Not Available
3084571,Not Available
3085213,Fruit
3321360,Savory
3354132,Fruit
3486665,Floral
3578033,Green
3591866,Not Available
3734338,Savory
3782139,Green
3853254,Not Available
4047281,Fruit
4120025,Savory
4564493,Not Available
4682590,Green
4713080,Not Available
5084146,Fruit
5140436,Fruit
5270647,Peach
5273464,Balsamic
5273465,Balsamic
5273467,Floral
5273469,Balsamic
5275520,Green
5280341,Not Available
5280435,Flower
5280450,Dairy
5280598,"Mint, Cool"
5280804,Not Available
5281162,Pear
5281163,Fruit
5281167,"Grass, Green Fruit, Green Leaf, Herb, Unripe Banana"
5281168,Not Available
5281515,"Fried, Spice, Wood"
5281516,"Boiled Vegetable, Floral, Wood"
5281517,Not Available
5281520,Not Available
5281535,Orange Peel
5281553,Floral
5281929,Floral
5282108,"Violet, Wood"
5282109,Floral
5282110,"Floral, Fruit, Honey"
5282184,Not Available
5282707,"Fat, Must"
5282708,Fruit
5282709,Savory
5282714,Savory
5282716,Dairy
5282718,Dairy
5282724,Fruit
5282726,Fruit
5282800,Not Available
5283308,Green
5283316,"Almond, Fat, Fruit"
5283321,Not Available
5283324,"Dandelion, Fat, Fruit, Grass, Green, Spice"
5283329,"Cucumber, Fat, Green, Seaweed"
5283335,Paper
5283337,Fruit
5283339,"Cereal, Deep Fried, Fat, Watermelon, Wet Wool"
5283345,"Fat, Fish, Orange"
5283349,"Coriander, Deep Fried, Fat, Oil, Oxidized"
5283356,Not Available
5283361,Fruit
5283383,Not Available
5284369,Not Available
5284421,Dairy
5284499,Savory
5284503,Green
5284507,"Fir, Linoleum, Pine"
5311110,Not Available
5312586,Dairy
5315892,"Floral, Honey, Oil"
5315941,Not Available
5317045,Wet
5317570,Not Available
5318042,"Blue Cheese, Vegetable"
5318517,Not Available
5318599,Not Available
5318734,Not Available
5319706,Not Available
5319754,Fruit
5319765,Savory
5320250,Not Available
5320722,Savory
5321950,Not Available
5323650,Fruit
5324489,"Fruit, Green, Green Fruit, Leaf, Wine"
5338463,Not Available
5352162,Floral
5352428,Peach
5352435,Fruit
5352438,Not Available
5352459,Fruit
5352460,Fruit
5352461,Fruit
5352463,Fruit
5352481,"Fruit, Wood"
5352539,Fruit
5352543,"Fruit, Prune"
5352557,Fruit
5352626,Fruit
5352770,Fruit
5352774,Fruit
5352830,Floral
5352836,Floral
5352837,Green
5352874,Floral
5352876,Green
5352905,Spice
5352972,Fruit
5352973,Green
5352974,Fruit
5353011,Floral
5354238,Floral
5354280,Not Available
5354763,Not Available
5354882,Green
5354883,Fruit
5355850,Fruit
5355853,Floral
5355855,Fruit
5355856,"Apple , Fruit, Rose"
5355858,Flower
5357002,Floral
5357153,Fruit
5358336,Savory
5362561,Fruit
5362563,Nuts
5362564,Savory
5362565,Floral
5362566,Fruit
5362567,Fruit
5362572,Savory
5362579,Floral
5362580,Fruit
5362581,Floral
5362583,Fruit
5362584,Savory
5362588,Savory
5362591,Fruit
5362592,Fruit
5362593,Not Available
5362594,Not Available
5362595,Floral
5362616,Not Available
5362622,Fruit
5362623,Fruit
5362661,Floral
5362696,Fruit
5362720,Green
5362782,Fruit
5362792,Green
5362798,Fruit
5362814,Not Available
5362819,Floral
5362830,"Apple, Fruit, Rose"
5363120,Fruit
5363140,Fruit
5363141,Fruit
5363203,Fruit
5363206,Fruit
5363229,"Dull, Green, Nut, Rose"
5363231,Fruit
5363233,Savory
5363269,Dairy
5363289,Dairy
5363291,Green
5363388,"Banana, Candy, Floral, Green"
5363491,Green
5363526,Fruit
5363537,Fruit
5363741,Floral
5363817,Floral
5364231,Green
5364399,Fruit
5364409,Fruit
5364438,Not Available
5364519,"Dust, Toasted Nut"
5364532,Fruit
5364578,Fruit
5364586,Savory
5364631,"Floral, Green, Pungent"
5364729,Fruit
5364752,Not Available
5364778,Fruit
5364919,"Banana, Green, Rubber"
5364941,Savory
5364942,Fruit
5365004,Floral
5365027,Green
5365049,Fruit
5365069,Fruit
5365136,Fruit
5365587,Green
5365706,Fish
5365710,Not Available
5365765,Not Available
5365794,Fruit
5365811,Fruit
5365818,Fruit
5365850,"Fruit, Rose"
5365891,Savory
5365909,Fruit
5365916,Floral
5365976,"Fruit, Pineapple"
5365982,Fruit
5365991,Fruit
5365992,Floral
5366038,Green
5366044,Fruit
5366074,Floral
5366077,Floral@Fruit
5366203,Fruit
5366244,Flower
5366264,Not Available
5366352,Green
5366552,Spice
5366844,Fruit
5367369,Not Available
5367391,Not Available
5367412,Green
5367530,Fruit
5367531,Savory
5367536,Dairy
5367679,Fruit
5367681,Fruit
5367682,Fruit
5367698,Floral
5367706,Floral
5367745,Green
5367752,Not Available
5367767,Green
5367785,Floral
5367807,Floral
5367848,Fruit
5368076,Green
5368103,Savory
5368821,Not Available
5369371,Green
5369459,Plum
5370101,Spice
5370364,Not Available
5370599,Honey
5370602,Cocoa
5370646,Fruit
5371002,Floral
5371084,Fruit
5371802,Spice
5372174,Floral
5372353,Fruit
5372813,Spice
5373603,Green
5373729,Floral
5373780,Savory
5374527,Boiled Apple
5375218,Floral
5382490,Spice
5385520,Floral
5388696,Spice
5460291,Not Available
5462986,Green
5463175,Not Available
5463238,Floral
5463485,Fruit
5463840,Fruit
5463855,Fruit
5463875,Green
5463904,Fruit
5463905,Fruit
5463906,Green
5463908,Fruit
5463909,Green
5463910,Floral
5463911,Floral
5463913,Floral
5463914,Fruit
5463935,Savory
5463936,Green
5463954,Fruit
5484202,Not Available
5742590,Not Available
5791138,Not Available
5797328,Floral
5803450,Floral
5916154,Fruit
5956805,Fruit
5986428,Fruit
6005821,Green
6008212,Spice
6076971,Floral
6086514,Fruit
6114390,Beeswax
6210220,Spice
6232217,Fruit
6284401,Spice
6321405,"Camphor, Fragrant, Green, Polish@Camphor, Must"
6329006,Not Available
6364671,Green
6365572,Fruit
6365761,Green
6366072,Not Available
6366434,Not Available
6385721,Spice
6420258,Fruit
6420388,"Pepper, Vinegar"
6421281,Not Available
6427076,Not Available
6427087,Not Available
6427135,Grapefruit
6428535,Not Available
6428543,Savory
6428802,Nuts
6428929,Not Available
6428936,Savory
6428938,Savory
6428990,Savory
6429039,Fruit
6429195,Floral
6429308,"Black Currant, Cat, Flower, Grapefruit, Lemon"
6429333,"Cocoa, Roast, Rum"
6430180,Fruit
6430188,Fruit
6430713,Savory
6430754,Not Available
6430759,Green
6430833,Not Available
6430878,"Cheese, Hazelnut, Onion, Pungent, Stinging Nettle"
6430879,"Candy, Onion, Tropical Fruit"
6430888,"Gravy, Leek, Meat Broth, Onion"
6430892,"Hop, Leek, Meat, Onion, Pepper"
6431015,Not Available
6431148,Fruit
6432005,Not Available
6432469,"Mint, Cool"
6433214,Spice
6433715,Dairy
6435826,Spice
6435833,Fruit
6435834,Green
6435835,Heat
6435838,Green
6435839,Green
6435841,Fruit
6435861,Fruit
6435866,Fruit
6435869,Fruit
6435876,Fruity
6435882,Green
6435903,Floral
6435914,Cocoa
6435925,Savory
6436311,Fruit
6436486,Fruit
6436488,Savory
6436624,Not Available
6437002,Dairy
6437428,Fruit
6437467,Floral
6437648,Fruit
6450812,Not Available
6450832,Not Available
6451245,Not Available
6536892,Not Available
6536998,Not Available
6537093,Spice
6537492,Not Available
6914062,Fruit
6918391,Not Available
6993580,"Earth, Must"
9548706,Not Available
9793905,Savory
9793908,Fruit
9810996,Not Available
9833996,Savory
9855795,"Citrus, Green, Oil, Wood"
9898836,Fruit
9964407,Spice
10103158,Not Available
10104370,Not Available
10199055,"Mint, Cool"
10219851,Not Available
10255083,Not Available
10398656,Not Available
10608036,Not Available
10725569,"Coconut, Deep Fried"
10856614,Not Available
10857465,Not Available
10867438,Not Available
10878761,Not Available
10887828,Savory
10920542,Not Available
11041412,Not Available
11084346,Green
11094547,Savory
11105826,Green
11106485,Not Available
11163251,Floral
11210019,"Savory, Umami"
11219061,"Mint, Cool"
11221120,"Savory, Umami"
11240503,Savory
11264633,Imparts a cooling sensation
11309884,Savory
11332852,Savory
11413787,"Mint, Cool"
11434978,Spice
11469606,Savory
11550267,Savory
11586487,Not Available
11586787,"Mint, Cool"
11615984,Imparts a cooling sensation
11658617,Savory
11673181,Not Available
11739408,"Savory, Umami"
11746218,Heat
11815386,Not Available
11830551,Not Available
11830590,Fruit
11949689,Not Available
11962784,Fruit
11969488,Fruit
12009861,Savory
12225100,Not Available
12255414,Green
12302243,Not Available
12304610,"Mint, Cool"
12315259,Floral
12355469,Not Available
12658395,Not Available
12678469,Not Available
12711594,Not Available
12762300,Spice
12833143,Nuts
12914607,Fruit
12980878,Spice
12980879,Spice
13026600,Fruit
14030006,Not Available
14344497,Floral
14614417,Fruit
14837639,Savory
15461361,Fruit
15540144,Spice
15553243,Savory
15743318,Savory
15801179,Not Available
15824502,Fruit
15908632,Not Available
16058296,Floral
16129778,Not Available
16204529,Not Available
16204532,Green
16205756,Floral
16217806,Not Available
16220080,Spice
16220107,Not Available
16220110,Green
16734862,"Mint, Cool"
18185507,Savory
18645216,Not Available
19857768,Fruit
19872333,Fruit
20158044,Savory
20381858,Green
20442793,Savory
20831806,Fruit
20831821,Savory
20836326,Fruit
20838599,Fruit
21116845,Not Available
21118466,"Mint, Cool"
21159448,Fruit
21160126,Not Available
21587486,Not Available
21675005,Not Available
21842493,Not Available
21918450,Dairy
21972054,Fruit
22034852,"Apricot, Fruit, Peach, Pineapple"
22182954,Not Available
22235151,Green
22251515,Savory
22757845,Fruit
22831877,"Savory, Umami"
23039305,Nuts
23623724,Floral
23623868,"Camphor, Earth, Green"
23662384,Not Available
23665706,Not Available
23669636,Spice
23670519,Not Available
23672308,Not Available
23673663,Not Available
23674992,Not Available
23676745,Not Available
24752885,"Mint, Cool"
24832089,Savory
24847851,Fruit
24847856,Not Available
29933357,Nuts
44134661,Not Available
44153717,Fruit
44182035,Nuts
46779070,Savory
46941523,Savory
53338773,Nuts
53422473,Fruit
53423642,Floral
53424302,Nuts
53424808,Not Available
53425122,"Roasted, Rubber"
53426546,Not Available
53435896,Fruit
53472027,Not Available
54048924,Savory
54670067,Not Available
54675810,Not Available
56842518,Not Available
56843050,Savory
56844155,Not Available
57320331,Savory
57346909,Not Available
57350395,Savory
57353601,Not Available
57355543,Green
57358374,Floral
57370186,Savory
57509241,Savory
68968644,Dairy
71571511,Not Available
71586808,Fruit
71586811,Not Available
71586903,Savory
71587038,Grapefruit
71587178,Fruit
71587277,Not Available
71587638,Fruit
71587802,Savory
71587849,Not Available
73456809,Savory
73557527,Floral
76319594,Not Available
91865027,Not Available
92043553,Not Available
92043681,Dairy
101655828,Nuts
118855872,Dairy
